CD_CNES,DS_ESPECIALIDADE,TIPO,DS_DADO,NM_REGIAO_SAUDE,ANO,QTD_PROD,QTD_META,PORTE_HOSP,cluster,cluster2
2234416,Oftalmologia,SIA,CONSULTA,27 - Jacuí Centro,2024,2535,2880,Hospital Geral II,0,1
2234416,Oftalmologia,SIA,CONSULTA,27 - Jacuí Centro,2022,3212,2880,Hospital Geral II,0,1
2234416,Oftalmologia,SIA,CONSULTA,27 - Jacuí Centro,2023,2791,2880,Hospital Geral II,0,1
2252228,Oftalmologia,SIA,CONSULTA,29 - Vales e Montanhas,2023,15820,2880,Hospital Geral I,0,1
5223962,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,14835,2880,Hospital Geral III,0,1
5223962,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,9134,2880,Hospital Geral III,0,1
5223962,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,13624,2880,Hospital Geral III,0,1
2262568,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,3702,96,Hospital Geral III,2,0
2262568,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,3684,96,Hospital Geral III,2,0
2262568,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,2401,96,Hospital Geral III,2,0
2252228,Oftalmologia,SIA,CONSULTA,29 - Vales e Montanhas,2022,14093,2880,Hospital Geral I,0,1
2252228,Oftalmologia,SIA,CONSULTA,29 - Vales e Montanhas,2024,7757,2880,Hospital Geral I,0,1
2250837,Oftalmologia,SIA,CONSULTA,14 - Fronteira Noroeste,2023,8711,2880,Hospital Geral I,0,1
2250837,Oftalmologia,SIA,CONSULTA,14 - Fronteira Noroeste,2024,7042,2880,Hospital Geral I,0,1
2250837,Oftalmologia,SIA,CONSULTA,14 - Fronteira Noroeste,2022,7665,2880,Hospital Geral I,0,1
2232995,Oftalmologia,SIA,CONSULTA,21 - Sul,2024,4795,2880,Hospital Geral III,0,1
2232995,Oftalmologia,SIA,CONSULTA,21 - Sul,2023,7085,2880,Hospital Geral III,0,1
2232995,Oftalmologia,SIA,CONSULTA,21 - Sul,2022,4191,2880,Hospital Geral III,0,1
2707969,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2023,3326,96,Hospital Geral II,2,0
2707969,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2024,4353,96,Hospital Geral II,2,0
2707969,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2022,5143,96,Hospital Geral II,2,0
2261030,Oftalmologia,SIA,CONSULTA,13 - Diversidade,2022,4807,2880,Hospital Geral II,0,1
2261030,Oftalmologia,SIA,CONSULTA,13 - Diversidade,2023,6804,2880,Hospital Geral II,0,1
2261030,Oftalmologia,SIA,CONSULTA,13 - Diversidade,2024,4881,2880,Hospital Geral II,0,1
2257548,Oftalmologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2023,4679,2880,Hospital Geral III,0,1
2257548,Oftalmologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2024,3571,2880,Hospital Geral III,0,1
2257548,Oftalmologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2022,94,2880,Hospital Geral III,0,1
2232162,Oftalmologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,2680,2880,Hospital Geral III,0,1
2232162,Oftalmologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,955,2880,Hospital Geral III,0,1
7092571,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,3864,96,Hospital Geral III,2,0
7092571,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,12521,96,Hospital Geral III,2,0
7092571,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,6618,96,Hospital Geral III,2,0
2707918,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,3128,2880,Hospital Geral III,0,1
2707918,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,5553,2880,Hospital Geral III,0,1
2707918,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,5684,2880,Hospital Geral III,0,1
3819590,Oftalmologia,SIA,CONSULTA,18 - Araucárias,2023,2793,2880,Hospital Geral II,0,1
3819590,Oftalmologia,SIA,CONSULTA,18 - Araucárias,2022,2390,2880,Hospital Geral II,0,1
5699525,Oftalmologia,SIA,CONSULTA,02 - Entre Rios,2024,2390,2880,HPP,0,1
5699525,Oftalmologia,SIA,CONSULTA,02 - Entre Rios,2023,2644,2880,HPP,0,1
2252295,Oftalmologia,SIA,CONSULTA,21 - Sul,2023,11887,2880,Hospital Geral III,0,1
2252295,Oftalmologia,SIA,CONSULTA,21 - Sul,2024,7958,2880,Hospital Geral III,0,1
2252295,Oftalmologia,SIA,CONSULTA,21 - Sul,2022,9965,2880,Hospital Geral III,0,1
2236370,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2022,3913,96,Hospital Geral II,2,0
2236370,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2024,621,96,Hospital Geral II,2,0
2236370,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2023,3805,96,Hospital Geral II,2,0
3819590,Oftalmologia,SIA,CONSULTA,18 - Araucárias,2024,1744,2880,Hospital Geral II,0,1
5384117,Oftalmologia,SIA,CONSULTA,15 - Caminho das Águas,2023,15813,2880,Hospital Geral III,0,1
5384117,Oftalmologia,SIA,CONSULTA,15 - Caminho das Águas,2022,18807,2880,Hospital Geral III,0,1
5384117,Oftalmologia,SIA,CONSULTA,15 - Caminho das Águas,2024,11754,2880,Hospital Geral III,0,1
2236362,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2022,9026,2880,Hospital Geral II,0,1
2236362,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2023,10418,2880,Hospital Geral II,0,1
2236362,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2024,5274,2880,Hospital Geral II,0,1
2252244,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2022,3110,96,Hospital Geral II,2,0
2252244,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2023,2573,96,Hospital Geral II,2,0
2252244,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2024,1827,96,Hospital Geral II,2,0
2232170,Oftalmologia,SIA,CONSULTA,07 - Vale dos Sinos,2022,23116,2880,Hospital Geral II,0,1
2232170,Oftalmologia,SIA,CONSULTA,07 - Vale dos Sinos,2024,11958,2880,Hospital Geral II,0,1
2232170,Oftalmologia,SIA,CONSULTA,07 - Vale dos Sinos,2023,22781,2880,Hospital Geral II,0,1
2254964,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2024,5031,2880,Hospital Geral III,0,1
2254964,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2022,8120,2880,Hospital Geral III,0,1
2254964,Oftalmologia,SIA,CONSULTA,28 - Vale do Rio Pardo,2023,8457,2880,Hospital Geral III,0,1
2254964,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2022,5899,96,Hospital Geral III,2,0
2254964,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2023,6054,96,Hospital Geral III,2,0
2254964,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2024,3723,96,Hospital Geral III,2,0
2237253,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,16930,2880,Hospital Geral III,0,1
2237253,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,28229,2880,Hospital Geral III,0,1
2237253,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,19732,2880,Hospital Geral III,0,1
2261995,Oftalmologia,SIA,CONSULTA,22 - Pampa,2022,5683,2880,Hospital Geral I,0,1
2261995,Oftalmologia,SIA,CONSULTA,22 - Pampa,2024,4685,2880,Hospital Geral I,0,1
2261995,Oftalmologia,SIA,CONSULTA,22 - Pampa,2023,6768,2880,Hospital Geral I,0,1
2266474,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2022,5523,96,Hospital Geral III,2,0
2266474,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2023,6127,96,Hospital Geral III,2,0
2266474,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2024,4021,96,Hospital Geral III,2,0
2237881,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,30881,2880,HPP,0,1
2237881,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,79910,2880,HPP,0,1
2237881,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,58543,2880,HPP,0,1
2249502,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,3440,2880,Hospital Geral I,0,1
2249502,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,2423,2880,Hospital Geral I,0,1
2249502,Oftalmologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,3852,2880,Hospital Geral I,0,1
2223546,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2024,11673,96,Hospital Geral III,2,0
2223546,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2023,16927,96,Hospital Geral III,2,0
2223546,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2022,16102,96,Hospital Geral III,2,0
2693801,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,81267,2880,Hospital Geral III,0,1
2693801,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,59019,2880,Hospital Geral III,0,1
2693801,Oftalmologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,47897,2880,Hospital Geral III,0,1
2244101,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2023,3833,96,Hospital Geral II,2,0
2244101,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2022,4078,96,Hospital Geral II,2,0
2244101,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2024,2266,96,Hospital Geral II,2,0
2244101,Oftalmologia,SIA,CONSULTA,01 - Verdes Campos,2024,24943,2880,Hospital Geral II,0,1
2244101,Oftalmologia,SIA,CONSULTA,01 - Verdes Campos,2023,46920,2880,Hospital Geral II,0,1
2248204,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2022,5813,96,Hospital Geral III,2,0
2248204,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2023,5480,96,Hospital Geral III,2,0
2248204,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2024,4056,96,Hospital Geral III,2,0
2244101,Oftalmologia,SIA,CONSULTA,01 - Verdes Campos,2022,45643,2880,Hospital Geral II,0,1
2248239,Oftalmologia,SIA,CONSULTA,03 - Fronteira Oeste,2023,10877,2880,Hospital Geral II,0,1
2248239,Oftalmologia,SIA,CONSULTA,03 - Fronteira Oeste,2024,7314,2880,Hospital Geral II,0,1
2248239,Oftalmologia,SIA,CONSULTA,03 - Fronteira Oeste,2022,10239,2880,Hospital Geral II,0,1
2259907,Oftalmologia,SIA,CONSULTA,11 - Sete Povos das Missões,2024,5076,2880,Hospital Geral III,0,1
2232049,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,7974,96,Hospital Geral III,2,0
2232049,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,8983,96,Hospital Geral III,2,0
2227665,Oftalmologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2024,5197,2880,Hospital Geral II,0,1
2227665,Oftalmologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2022,7588,2880,Hospital Geral II,0,1
2227665,Oftalmologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2023,8086,2880,Hospital Geral II,0,1
2259907,Oftalmologia,SIA,CONSULTA,11 - Sete Povos das Missões,2023,6922,2880,Hospital Geral III,0,1
2259907,Oftalmologia,SIA,CONSULTA,11 - Sete Povos das Missões,2022,7287,2880,Hospital Geral III,0,1
2232049,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,4803,96,Hospital Geral III,2,0
2244969,Oftalmologia,SIA,CONSULTA,17 - Planalto,2022,17010,2880,HPP,0,1
2244969,Oftalmologia,SIA,CONSULTA,17 - Planalto,2023,18086,2880,HPP,0,1
2244969,Oftalmologia,SIA,CONSULTA,17 - Planalto,2024,11422,2880,HPP,0,1
2252228,Traumato/Ortopedia,SIA,CONSULTA,29 - Vales e Montanhas,2022,1329,96,Hospital Geral I,2,0
2252228,Traumato/Ortopedia,SIA,CONSULTA,29 - Vales e Montanhas,2023,1876,96,Hospital Geral I,2,0
2241048,Traumato/Ortopedia,SIA,CONSULTA,24 - Campos de Cima da Serra,2022,1201,96,Hospital Geral III,2,0
2241048,Traumato/Ortopedia,SIA,CONSULTA,24 - Campos de Cima da Serra,2023,2747,96,Hospital Geral III,2,0
2241048,Traumato/Ortopedia,SIA,CONSULTA,24 - Campos de Cima da Serra,2024,2022,96,Hospital Geral III,2,0
2257556,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,2617,96,Hospital Geral III,2,0
2257556,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,824,96,Hospital Geral III,2,0
2257556,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,1988,96,Hospital Geral III,2,0
2262274,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2023,4150,96,Hospital Geral II,2,0
2262274,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2024,1630,96,Hospital Geral II,2,0
2262274,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2022,1125,96,Hospital Geral II,2,0
5922216,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2024,7406,96,Hospital Geral III,2,0
5922216,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2023,16768,96,Hospital Geral III,2,0
2254611,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2023,14334,96,Hospital Geral III,2,0
2254611,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2022,12352,96,Hospital Geral III,2,0
2254611,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2024,9312,96,Hospital Geral III,2,0
2257815,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2022,1919,96,Hospital Geral II,2,0
2257815,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2023,1653,96,Hospital Geral II,2,0
2257815,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2024,1627,96,Hospital Geral II,2,0
2257564,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2023,2844,96,Hospital Geral I,2,0
2257564,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2022,2739,96,Hospital Geral I,2,0
2257564,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2024,1381,96,Hospital Geral I,2,0
2241153,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2024,56,96,Hospital Geral II,2,0
2241153,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2023,67,96,Hospital Geral II,2,0
2241153,Traumato/Ortopedia,SIA,CONSULTA,23 - Caxias e Hortênsias,2022,20,96,Hospital Geral II,2,0
2248190,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2022,8238,96,Hospital Geral III,2,0
2707950,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2022,3430,96,Hospital Geral II,2,0
2707950,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2024,3500,96,Hospital Geral II,2,0
2707950,Traumato/Ortopedia,SIA,CONSULTA,04 - Belas Praias,2023,2987,96,Hospital Geral II,2,0
2259907,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2023,8866,96,Hospital Geral III,2,0
2259907,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2022,9130,96,Hospital Geral III,2,0
2259907,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2024,5813,96,Hospital Geral III,2,0
2240335,Traumato/Ortopedia,SIA,CONSULTA,26 - Uva Vale,2024,7725,96,Hospital Geral II,2,0
2240335,Traumato/Ortopedia,SIA,CONSULTA,26 - Uva Vale,2023,11431,96,Hospital Geral II,2,0
2248190,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2023,7707,96,Hospital Geral III,2,0
2248190,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2024,4283,96,Hospital Geral III,2,0
5223962,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,1007,96,Hospital Geral III,2,0
5223962,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,4738,96,Hospital Geral III,2,0
2261057,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2022,4308,96,Hospital Geral III,2,0
2261057,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2024,3284,96,Hospital Geral III,2,0
2261057,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2023,4531,96,Hospital Geral III,2,0
2240335,Traumato/Ortopedia,SIA,CONSULTA,26 - Uva Vale,2022,11196,96,Hospital Geral II,2,0
2708000,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2023,2644,96,Hospital Geral I,2,0
2708000,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2022,2707,96,Hospital Geral I,2,0
2248328,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2023,2880,96,Hospital Geral III,2,0
2248328,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2022,2550,96,Hospital Geral III,2,0
2248328,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2024,1923,96,Hospital Geral III,2,0
2262568,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,2207,84,Hospital Geral III,2,0
2262568,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,2349,84,Hospital Geral III,2,0
2262568,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,2985,84,Hospital Geral III,2,0
2263858,Traumato/Ortopedia,SIA,CONSULTA,12 - Portal das Missões,2024,2413,96,Hospital Geral III,2,0
2263858,Traumato/Ortopedia,SIA,CONSULTA,12 - Portal das Missões,2022,3507,96,Hospital Geral III,2,0
2263858,Traumato/Ortopedia,SIA,CONSULTA,12 - Portal das Missões,2023,3055,96,Hospital Geral III,2,0
2708000,Traumato/Ortopedia,SIA,CONSULTA,13 - Diversidade,2024,1705,96,Hospital Geral I,2,0
2246961,Traumato/Ortopedia,SIA,CONSULTA,19 - Botucaraí,2023,2483,96,Hospital Geral II,2,0
2246961,Traumato/Ortopedia,SIA,CONSULTA,19 - Botucaraí,2022,289,96,Hospital Geral II,2,0
2246961,Traumato/Ortopedia,SIA,CONSULTA,19 - Botucaraí,2024,1920,96,Hospital Geral II,2,0
2248298,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2022,1121,96,Hospital Geral III,2,0
2248298,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2023,3939,96,Hospital Geral III,2,0
2248298,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2024,2654,96,Hospital Geral III,2,0
2707950,Urologia,SIA,CONSULTA,04 - Belas Praias,2023,1372,84,Hospital Geral II,2,0
2707950,Urologia,SIA,CONSULTA,04 - Belas Praias,2022,1015,84,Hospital Geral II,2,0
2707950,Urologia,SIA,CONSULTA,04 - Belas Praias,2024,886,84,Hospital Geral II,2,0
2228734,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2024,2687,96,Hospital Geral I,2,0
2228734,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2022,3971,96,Hospital Geral I,2,0
2228734,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2023,4816,96,Hospital Geral I,2,0
0181927,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2023,28,96,Hospital Geral II,2,0
0181927,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2024,741,96,Hospital Geral II,2,0
2232030,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,1659,96,Hospital Geral III,2,0
2232030,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,3595,96,Hospital Geral III,2,0
2250837,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2022,2616,96,Hospital Geral I,2,0
2250837,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2024,1434,96,Hospital Geral I,2,0
2250837,Traumato/Ortopedia,SIA,CONSULTA,14 - Fronteira Noroeste,2023,2575,96,Hospital Geral I,2,0
2261057,Urologia,SIA,CONSULTA,13 - Diversidade,2023,3265,84,Hospital Geral III,2,0
2261057,Urologia,SIA,CONSULTA,13 - Diversidade,2022,3083,84,Hospital Geral III,2,0
2261057,Urologia,SIA,CONSULTA,13 - Diversidade,2024,2350,84,Hospital Geral III,2,0
2254611,Urologia,SIA,CONSULTA,14 - Fronteira Noroeste,2022,5095,84,Hospital Geral III,2,0
2254611,Urologia,SIA,CONSULTA,14 - Fronteira Noroeste,2023,6017,84,Hospital Geral III,2,0
2254611,Urologia,SIA,CONSULTA,14 - Fronteira Noroeste,2024,3846,84,Hospital Geral III,2,0
2246929,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2022,5982,96,Hospital Geral III,2,0
2246929,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2023,6063,96,Hospital Geral III,2,0
2246929,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2024,4874,96,Hospital Geral III,2,0
2232030,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,2519,96,Hospital Geral III,2,0
2252260,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2022,1533,96,Hospital Geral II,2,0
2252260,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2023,3177,96,Hospital Geral II,2,0
2259893,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2022,3468,96,Hospital Geral III,2,0
2259893,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2023,4451,96,Hospital Geral III,2,0
2259893,Traumato/Ortopedia,SIA,CONSULTA,11 - Sete Povos das Missões,2024,3048,96,Hospital Geral III,2,0
2232162,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,1177,84,Hospital Geral III,2,0
2232049,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,734,84,Hospital Geral III,2,0
2232049,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,554,84,Hospital Geral III,2,0
2232049,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,335,84,Hospital Geral III,2,0
2232170,Urologia,SIA,CONSULTA,07 - Vale dos Sinos,2023,1106,84,Hospital Geral II,2,0
2232170,Urologia,SIA,CONSULTA,07 - Vale dos Sinos,2024,1033,84,Hospital Geral II,2,0
2246988,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2023,14036,96,Hospital Geral III,2,0
2246988,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2022,13724,96,Hospital Geral III,2,0
2246988,Traumato/Ortopedia,SIA,CONSULTA,17 - Planalto,2024,9431,96,Hospital Geral III,2,0
2252260,Traumato/Ortopedia,SIA,CONSULTA,30 - Vale da Luz,2024,5249,96,Hospital Geral II,2,0
2232022,Traumato/Ortopedia,SIA,CONSULTA,07 - Vale dos Sinos,2023,3412,96,Hospital Geral III,2,0
2232022,Traumato/Ortopedia,SIA,CONSULTA,07 - Vale dos Sinos,2022,2988,96,Hospital Geral III,2,0
2232022,Traumato/Ortopedia,SIA,CONSULTA,07 - Vale dos Sinos,2024,2630,96,Hospital Geral III,2,0
2228688,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,1915,96,Hospital Geral II,2,0
2228688,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,1397,96,Hospital Geral II,2,0
2228688,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,1717,96,Hospital Geral II,2,0
2246988,Urologia,SIA,CONSULTA,17 - Planalto,2024,2097,84,Hospital Geral III,2,0
2246988,Urologia,SIA,CONSULTA,17 - Planalto,2023,3631,84,Hospital Geral III,2,0
2246988,Urologia,SIA,CONSULTA,17 - Planalto,2022,3279,84,Hospital Geral III,2,0
2707918,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,2216,84,Hospital Geral III,2,0
2707918,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,1861,84,Hospital Geral III,2,0
2707918,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,2187,84,Hospital Geral III,2,0
2707918,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,20045,96,Hospital Geral III,2,0
2707918,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,16495,96,Hospital Geral III,2,0
2707918,Traumato/Ortopedia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,22659,96,Hospital Geral III,2,0
2261987,Traumato/Ortopedia,SIA,CONSULTA,22 - Pampa,2024,2442,96,Hospital Geral III,2,0
2228726,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2024,3254,96,Hospital Geral II,2,0
2228726,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2022,2855,96,Hospital Geral II,2,0
2228726,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2023,3890,96,Hospital Geral II,2,0
2232030,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,1808,84,Hospital Geral III,2,0
2232030,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,1126,84,Hospital Geral III,2,0
2232030,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,1449,84,Hospital Geral III,2,0
5384117,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2022,9704,96,Hospital Geral III,2,0
5384117,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2023,9495,96,Hospital Geral III,2,0
5384117,Traumato/Ortopedia,SIA,CONSULTA,15 - Caminho das Águas,2024,5307,96,Hospital Geral III,2,0
2261987,Traumato/Ortopedia,SIA,CONSULTA,22 - Pampa,2023,4634,96,Hospital Geral III,2,0
2261987,Traumato/Ortopedia,SIA,CONSULTA,22 - Pampa,2022,7368,96,Hospital Geral III,2,0
